# Run started 2023-04-21 11:35:19.648581
# Command: ../../scripts/annotation/count_fasta_length.py Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.fasta Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.lengths.tsv
# Parameters:
#	in_file: Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.fasta
#	out_file: Saccharomyces_cerevisiae.R64-1-1_transcriptome_padded_600up_30down_renamed.lengths.tsv
ORF	Length
YDR456W	2532
YDR457W	10437
YDR458C	2622
YDR459C	1755
YDR460W	1596
YDR461W	741
YDR461C-A	873
YDR462W	1074
YDR463W	2190
YDR464W	4938
YDR464C-A	819
YDR465C	1869
YDR466W	3327
YDR467C	957
YDR468C	1305
YDR469W	1158
YDR470C	2139
YDR471W	1041
YDR472W	1482
YDR473C	2040
YDR475C	3261
YDR476C	1305
YDR477W	2532
YDR478W	1227
YDR479C	2295
YDR480W	1602
YDR481C	2331
YDR482C	1038
YDR483W	1959
YDR484W	2556
YDR485C	3018
YDR486C	1320
YDR487C	1257
YDR488C	2232
YDR489W	1515
YDR490C	2931
YDR491C	1122
YDR492W	1581
YDR493W	1002
YDR494W	1716
YDR495C	3666
YDR496C	2601
YDR497C	2385
YDR498C	1782
YDR499W	2874
YDR500C	897
YDR501W	2196
YDR502C	1785
YDR503C	1455
YDR504C	1014
YDR505C	3156
YDR506C	2457
YDR507C	4059
YDR508C	2622
YDR509W	978
YDR510W	936
YDR510C-A	747
YDR511W	1032
YDR512C	1194
YDR513W	1062
YDR514C	2082
YDR515W	1974
YDR516C	2133
YDR517W	1749
YDR518W	2184
YDR519W	1038
YDR520C	2949
YDR521W	966
YDR522C	2139
YDR523C	2103
YDR524C	2079
YDR524W-C	720
YDR524C-B	831
YDR524C-A	750
YDR525W	960
YDR525W-A	870
YDR526C	1101
YDR527W	1950
YDR528W	1902
YDR529C	1014
YDR530C	1608
YDR531W	1734
YDR532C	1788
YDR533C	1344
YDR534C	2217
YDR535C	1131
YDR536W	2340
YDR537C	1236
YDR538W	1359
YDR539W	2142
YDR540C	1170
YDR541C	1665
YDR542W	993
YDR543C	930
YDR544C	1059
YDR545W	5643
YDR545C-A	1101
YIL177C	5789
YIL177W-A	1113
YIL176C	993
YIL173W	5280
YIL172C	2400
YIL171W-A	1083
YIL169C	3618
YIL166C	2259
YIL165C	990
YIL164C	1230
YIL163C	984
YIL162W	2229
YIL161W	1338
YIL160C	1884
YIL159W	4758
YIL158W	1245
YIL157C	1224
YIL156W-A	1032
YIL156W-B	852
YIL156W	3846
YIL155C	2580
YIL154C	1671
YIL153W	1812
YIL152W	1338
YIL151C	3987
YIL150C	2346
YIL149C	5670
YIL148W	1017
YIL147C	4293
YIL146C	2220
YIL145C	1560
YIL144W	2706
YIL143C	3162
YIL142C-A	963
YIL142W	2214
YIL141W	1020
YIL140W	3102
YIL139C	1368
YIL138C	1116
YIL137C	3471
YIL136W	1812
YIL135C	1941
YIL134C-A	834
YIL134W	1566
YIL133C	1230
YIL132C	1272
YIL131C	2085
YIL130W	3525
YIL129C	7761
YIL128W	3729
YIL127C	1251
YIL126W	4710
YIL125W	3675
YIL124W	1524
YIL123W	2061
YIL122W	1686
YIL121W	2259
YIL120W	2322
YIL119C	1854
YIL118W	1326
YIL117C	1587
YIL116W	1788
YIL115W-A	1002
YIL115C	5013
YIL114C	1476
YIL113W	1260
YIL112W	3882
YIL111W	1085
YIL110W	1764
YIL109C	3411
YIL108W	2721
YIL107C	3114
YIL106W	1575
YIL105C	2691
YIL105W-A	771
YIL104C	2154
YIL103W	1908
YIL102C-A	858
YIL102C	936
YIL101C	2574
YIL100C-A	969
YIL100W	984
YIL099W	2280
YIL098C	1098
YIL097W	2181
YIL096C	1641
YIL095W	3063
YIL094C	1746
YIL093C	1425
YIL092W	2532
YIL091C	2796
YIL090W	2106
YIL089W	1248
YIL088C	2103
YIL087C	1104
YIL086C	939
YIL085C	2184
YIL084C	1614
YIL083C	1728
YIL082W	1503
YIL079C	1713
YIL078W	2835
YIL077C	1593
YIL076W	1521
YIL075C	3468
YIL074C	2040
YIL073C	3558
YIL072W	2448
YIL071W-A	1107
YIL071C	1965
YIL070C	1431
YIL069C	1038
YIL068W-A	1014
YIL068C	3048
YIL067C	2667
YIL066W-A	1074
YIL066C	3240
YIL065C	1098
YIL064W	1404
YIL063C	1614
YIL062C	1095
YIL061C	1533
YIL060W	1065
YIL059C	996
YIL058W	915
YIL057C	1125
YIL056W	2553
YIL055C	2514
YIL054W	948
YIL053W	1383
YIL052C	996
YIL051C	1068
YIL050W	1488
YIL049W	1392
YIL048W	4086
YIL047C-A	999
YIL047C	3339
YIL046W-A	795
YIL046W	2553
YIL045W	2247
YIL044C	1527
YIL043C	1485
YIL042C	1815
YIL041W	1611
YIL040W	1047
YIL039W	2052
YIL038C	3141
YIL037C	2601
YIL036W	2394
YIL035C	1749
YIL034C	1494
YIL033C	1881
YIL032C	987
YIL031W	3735
YIL030W-A	969
YIL030C	4590
YIL029W-A	1002
YIL029C	1059
YIL028W	1029
YIL027C	1056
YIL026C	4083
YIL025C	1005
YIL024C	1200
YIL023C	1671
YIL022W	1926
YIL021W	1587
YIL021C-A	900
YIL020C-A	969
YIL020C	1416
YIL019W	1671
YIL018W	1395
YIL017C	3396
YIL016W	1110
YIL015W	2394
YIL014C-A	945
YIL014W	2523
YIL013C	4866
YIL012W	972
YIL011W	1440
YIL010W	1278
YIL009C-A	1176
YIL009W	2715
YIL008W	930
YIL007C	1293
YIL006W	1752
YIL005W	2736
YIL004C	1059
YIL003W	1512
YIL002W-A	840
YIL002C	3471
YIL001W	2172
YIR001C	1383
YIR002C	3612
YIR003W	2670
YIR004W	1929
YIR005W	1077
YIR006C	5073
YIR007W	2925
YIR008C	1860
YIR009W	966
YIR010W	2361
YIR011C	1590
YIR012W	1926
YIR013C	996
YIR014W	1359
YIR015W	1065
YIR016W	1428
YIR017C	1194
YIR017W-A	1230
YIR018W	1368
YIR018C-A	768
YIR019C	4734
YIR020C	933
YIR020W-A	873
YIR020C-B	1365
YIR021W	1722
YIR021W-A	843
YIR022W	1134
YIR023W	3543
YIR023C-A	954
YIR024C	1281
YIR025W	1737
YIR026C	1725
YIR027C	2013
YIR028W	2538
YIR029W	1662
YIR030C	1365
YIR030W-A	1014
YIR031C	2295
YIR032C	1218
YIR033W	3972
YIR034C	1752
YIR035C	1395
YIR036C	1422
YIR036W-A	1032
YIR037W	1122
YIR038C	1335
YIR039C	2244
YIR040C	963
YIR041W	1005
YIR042C	1341
Q0010	1017
Q0017	792
Q0032	921
Q0050	3135
Q0055	3195
Q0060	1878
Q0065	2301
Q0070	2523
Q0045	2235
Q0075	1695
Q0080	777
Q0085	1410
Q0092	771
Q0110	1902
Q0115	2184
Q0120	2547
Q0105	1788
Q0130	861
Q0140	1827
Q0142	807
Q0143	783
Q0144	960
Q0160	1338
Q0182	1035
Q0250	1386
Q0255	2049
Q0275	1440
Q0297	256
YEL077C	4127
YEL077W-A	1113
YEL076C-A	1281
YEL076C	1281
YEL075W-A	1242
YEL075C	999
YEL074W	969
YEL073C	954
YEL072W	1326
YEL071W	2121
YEL070W	2139
YEL069C	2325
YEL068C	963
YEL067C	1218
YEL066W	1170
YEL065W	2517
YEL064C	2073
YEL063C	2403
YEL062W	2478
YEL061C	3633
YEL060C	2538
YEL059C-A	855
YEL059W	939
YEL058W	2304
YEL057C	1332
YEL056W	1836
YEL055C	3699
YEL054C	1128
YEL053W-A	978
YEL053C	2832
YEL052W	2160
YEL051W	1401
YEL050W-A	822
YEL050C	1812
YEL049W	993
YEL048C	1089
YEL047C	2043
YEL046C	1794
YEL045C	1056
YEL044W	1131
YEL043W	3501
YEL042W	2187
YEL041W	2118
YEL040W	2034
YEL039C	972
YEL038W	1314
YEL037C	1827
YEL036C	2133
YEL035C	1131
YEL034C-A	1233
YEL034W	1104
YEL033W	1050
YEL032W	3546
YEL032C-A	792
YEL031W	4278
YEL030C-A	945
YEL030W	2565
YEL029C	1569
YEL028W	1092
YEL027W	1113
YEL026W	1011
YEL025C	4197
YEL024W	1278
YEL023C	2679
YEL022W	5010
YEL021W	1434
YEL020C-B	828
YEL020W-A	894
YEL020C	2313
YEL019C	1434
YEL018C-A	1164
YEL018W	1470
YEL017C-A	762
YEL017W	1644
YEL016C	2112
YEL015W	2286
YEL014C	936
YEL013W	2367
YEL012W	1287
YEL011W	2745
YEL010W	981
YEL009C-A	1038
YEL009C	1476
YEL008W	1011
YEL008C-A	723
YEL007W	2631
YEL006W	1638
YEL005C	1479
YEL004W	1659
YEL003W	966
YEL002C	1923
YEL001C	1308
YER001W	2919
YER002W	1326
YER003C	1920
YER004W	1326
YER005W	2523
YER006W	2193
YER006C-A	948
YER007W	2187
YER007C-A	1176
YER008C	4641
YER009W	1008
YER010C	1335
YER011W	1395
YER012W	1227
YER013W	4068
YER014W	2250
YER014C-A	1092
YER015W	2865
YER016W	1665
YER017C	2916
YER018C	1296
YER019W	2064
YER019C-A	897
YER020W	1980
YER021W	2202
YER022W	2694
YER023W	1491
YER023C-A	843
YER024W	3402
YER025W	2214
YER026C	1461
YER027C	1884
YER028C	1815
YER029C	1221
YER030W	1092
YER031C	1302
YER032W	3261
YER033C	3861
YER034W	1188
YER035W	1068
YER036C	2463
YER037W	1596
YER038C	2025
YER038W-A	1011
YER039C	1380
YER039C-A	849
YER040W	2823
YER041W	2910
YER042W	1185
YER043C	1980
YER044C	1077
YER044C-A	1857
YER045C	2100
YER046W	1062
YER046W-A	960
YER047C	3324
YER048C	1806
YER048W-A	915
YER049W	2565
YER050C	1047
YER051W	2109
YER052C	2214
YER053C	1533
YER053C-A	744
YER054C	2277
YER055C	1524
YER056C	2232
YER056C-A	996
YER057C	1020
YER058W	954
YER059W	1893
YER060W	2217
YER060W-A	2223
YER061C	1959
YER062C	1383
YER063W	1287
YER064C	2148
YER065C	2304
YER066W	1188
YER066C-A	1131
YER067W	1116
YER067C-A	954
YER068W	2394
YER068C-A	1062
YER069W	3222
YER070W	3297
YER071C	1011
YER072W	1020
YER073W	2193
YER074W	1038
YER074W-A	888
YER075C	3417
YER076C	1539
YER076W-A	978
YER077C	2697
YER078C	2166
YER078W-A	795
YER079W	1263
YER079C-A	969
YER080W	2514
YER081W	2040
YER082C	2295
YER083C	1488
YER084W	1017
YER084W-A	1143
YER085C	1152
YER086W	2361
YER087W	2361
YER087C-A	1182
YER087C-B	879
YER088C	2643
YER088C-A	954
YER088W-B	777
YER089C	2025
YER090W	2154
YER090C-A	720
YER091C	2934
YER091C-A	852
YER092W	1008
YER093C	4923
YER093C-A	1044
YER094C	1248
YER095W	1833
YER096W	2169
YER097W	960
YER098W	2895
YER099C	1587
YER100W	1383
YER101C	1923
YER102W	1233
YER103W	2559
YER104W	1257
YER105C	4806
YER106W	1539
YER107C	1728
YER107W-A	951
YER110C	3972
YER111C	3912
YER112W	1194
YER113C	2751
YER114C	3753
YER115C	1206
YER116C	1455
YER117W	1044
YER118C	1734
YER119C	1977
YER119C-A	1002
YER120W	1365
YER121W	975
YER122C	2112
YER123W	2205
YER124C	2352
YER125W	3060
YER126C	1416
YER127W	1704
YER128W	1242
YER129W	4059
YER130C	1962
YER131W	990
YER132C	5892
YER133W	1569
YER133W-A	972
YER134C	1167
YER135C	1023
YER136W	1986
YER137C	1077
YER137W-A	936
YER138W-A	735
YER139C	1311
YER140W	2301
YER141W	2091
YER142C	1521
YER143W	1917
YER144C	3048
YER145C	1845
YER145C-A	1068
YER146W	912
YER147C	2505
YER147C-A	1041
YER148W	1353
YER148W-A	1209
YER149C	1893
YER150W	1077
YER151C	3369
YER152C	1962
YER152W-A	1197
YER153C	1395
YER154W	1839
YER155C	7134
YER156C	1647
YER157W	3036
YER158C	2352
YER158W-A	846
YER159C	1059
YER161C	1632
YER162C	2895
YER163C	1329
YER164W	5037
YER165W	2364
YER165C-A	987
YER166W	5346
YER167W	3186
YER168C	2271
YER169W	3021
YER170W	1308
YER171W	2967
YER172C	7122
YER172C-A	1011
YER173W	2610
YER174C	1365
YER175C	1530
YER175W-A	795
YER176W	3996
YER177W	1434
YER178W	1893
YER179W	1635
YER180C	1434
YER180C-A	888
YER181C	954
YER182W	1365
YER183C	1266
YER184C	3015
YER185W	1542
YER186C	1551
YER187W	1056
YER188W	1350
YER188C-A	930
YER189W	999
YER190W	5425
YER190C-A	1206
YER190C-B	1113
YFL068W	565
YFL067W	1158
YFL066C	1809
YFL065C	939
YFL064C	1155
YFL063W	1086
YFL062W	1770
YFL061W	1308
YFL060C	1299
YFL059W	1527
YFL058W	1653
YFL055W	2307
YFL054C	2571
YFL053W	2406
YFL052W	2028
YFL051C	1113
YFL050C	3207
YFL049W	2502
YFL048C	1968
YFL047W	2775
YFL046W	1254
YFL045C	1395
YFL044C	1536
YFL042C	2655
YFL041W-A	822
YFL041W	2499
YFL040W	2253
YFL039C	1758
YFL038C	1251
YFL037W	2004
YFL036W	4686
YFL034C-B	1494
YFL034C-A	999
YFL034W	3852
YFL033C	5943
YFL032W	951
YFL031W	1347
YFL031C-A	732
YFL030W	1788
YFL029C	1737
YFL028C	1500
YFL027C	2124
YFL026W	1926
YFL025C	3720
YFL024C	3129
YFL023W	3021
YFL022C	2142
YFL021C-A	1485
YFL021W	2163
YFL020C	999
YFL019C	984
YFL018C	2130
YFL017W-A	864
YFL017C	1110
YFL016C	2166
YFL015W-A	948
YFL015C	1125
YFL014W	960
YFL013W-A	1434
YFL013C	2709
YFL012W-A	1005
YFL012W	1077
YFL011W	2271
YFL010W-A	915
YFL010C	1266
YFL009W	2970
YFL008W	4308
YFL007W	7062
YFL005W	1278
YFL004W	3117
YFL003C	3267
YFL002C	2451
YFL001W	1959
YFR001W	1245
YFR002W	3150
YFR003C	1098
YFR004W	1551
YFR005C	1977
YFR006W	2238
YFR007W	1692
YFR008W	1296
YFR009W	2889
YFR009W-A	888
YFR010W	2130
YFR010W-A	819
YFR011C	1143
YFR012W	1239
YFR012W-A	717
YFR013W	2994
YFR014C	1971
YFR015C	2757
YFR016C	4332
YFR017C	1218
YFR018C	1722
YFR019W	7467
YFR020W	1329
YFR021W	2133
YFR022W	2832
YFR023W	2466
YFR024C-A	2010
YFR025C	1638
YFR026C	1140
YFR027W	1476
YFR028C	2286
YFR029W	2667
YFR030W	3738
YFR031C	4143
YFR031C-A	1395
YFR032C	1500
YFR032C-A	810
YFR032C-B	894
YFR033C	1074
YFR034C	1569
YFR034W-A	918
YFR035C	975
YFR036W	1005
YFR036W-A	1281
YFR037C	2304
YFR038W	3192
YFR039C	2163
YFR040W	3639
YFR041C	1518
YFR042W	1233
YFR043C	1344
YFR044C	2076
YFR045W	1560
YFR046C	1716
YFR047C	1518
YFR048W	2619
YFR049W	1002
YFR050C	1431
YFR051C	2271
YFR052W	1455
YFR052C-A	936
YFR053C	2088
YFR054C	1209
YFR056C	999
YFR055W	1653
YFR057W	1086
YGL263W	1773
YGL262W	1158
YGL261C	993
YGL260W	861
YGL259W	1128
YGL258W-A	864
YGL258W	1251
YGL257C	2307
YGL256W	1779
YGL255W	1761
YGL254W	1530
YGL253W	2091
YGL252C	2397
YGL251C	4194
YGL250W	1356
YGL249W	2745
YGL248W	1740
YGL247W	1224
YGL246C	1794
YGL245W	2757
YGL244W	2307
YGL243W	1833
YGL242C	1176
YGL241W	3645
YGL240W	1383
YGL239C	945
YGL238W	3513
YGL237C	1428
YGL236C	2640
YGL235W	1167
YGL234W	3039
YGL233W	3363
YGL232W	1500
YGL231C	1203
YGL230C	1074
YGL229C	3087
YGL228W	2364
YGL227W	3507
YGL226C-A	891
YGL226W	1002
YGL225W	1644
YGL224C	1473
YGL223C	1884
YGL222C	1158
YGL221C	1497
YGL220W	993
YGL219C	2010
YGL218W	1281
YGL217C	972
YGL216W	3048
YGL215W	1989
YGL214W	1116
YGL213C	1824
YGL212W	1581
YGL211W	1710
YGL210W	1299
YGL209W	1779
YGL208W	1878
YGL207W	3738
YGL206C	5592
YGL205W	2877
YGL204C	936
YGL203C	2820
YGL202W	2133
YGL201C	3684
YGL200C	1242
YGL199C	1101
YGL198W	1338
YGL197W	5094
YGL196W	1917
YGL195W	8649
YGL194C-A	873
YGL194C	1989
YGL193C	942
YGL192W	2433
YGL191W	1020
YGL190C	2211
YGL189C	990
YGL188C-A	771
YGL188C	804
YGL187C	1098
YGL186C	2370
YGL185C	1770
YGL184C	2028
YGL183C	1290
YGL182C	954
YGL181W	1821
YGL180W	3324
YGL179C	2313
YGL178W	3210
YGL177W	978
YGL176C	2295
YGL175C	1668
YGL174W	1431
YGL173C	5217
YGL172W	2049
YGL171W	2325
YGL170C	1872
YGL169W	1911
YGL168W	963
YGL167C	3483
YGL166W	1308
YGL165C	1209
YGL164C	1953
YGL163C	3327
YGL162W	1530
YGL161C	1563
YGL160W	2343
YGL159W	1743
YGL158W	2169
YGL157W	1674
YGL156W	3882
YGL155W	1761
YGL154C	1449
YGL153W	1656
YGL152C	1308
YGL151W	4029
YGL150C	5100
YGL149W	936
YGL148W	1761
YGL147C	1206
YGL146C	1566
YGL145W	2736
YGL144C	2688
YGL143C	1872
YGL142C	2481
YGL141W	3363
YGL140C	4290
YGL139W	3039
YGL138C	1668
YGL137W	3300
YGL136C	1593
YGL135W	1284
YGL134W	1932
YGL133W	4425
YGL132W	966
YGL131C	4842
YGL130W	2010
YGL129C	1983
YGL128C	1482
YGL127C	1014
YGL126W	1773
YGL125W	2433
YGL124C	2565
YGL123W	1395
YGL123C-A	861
YGL122C	2208
YGL121C	1011
YGL120C	2934
YGL119W	2136
YGL118C	1068
YGL117W	1428
YGL116W	2463
YGL115W	1599
YGL114W	2808
YGL113W	2637
YGL112C	2181
YGL111W	2022
YGL110C	2505
YGL109W	954
YGL108C	1053
YGL107C	2571
YGL106W	1080
YGL105W	1761
YGL104C	2091
YGL103W	1080
YGL102C	1059
YGL101W	1278
YGL100W	1680
YGL099W	2553
YGL098W	1368
YGL097W	2079
YGL096W	1461
YGL095C	2364
YGL094C	3978
YGL093W	3384
YGL092W	4584
YGL091C	1617
YGL090W	1896
YGL089C	993
YGL088W	996
YGL087C	1044
YGL086W	2880
YGL085W	1455
YGL084C	2313
YGL083W	3045
YGL082W	1776
YGL081W	1593
YGL080W	1023
YGL079W	1287
YGL078C	2202
YGL077C	2322
YGL076C	1365
YGL075C	1794
YGL074C	957
YGL073W	3132
YGL072C	990
YGL071W	2703
YGL070C	999
YGL069C	1095
YGL068W	1215
YGL067W	1785
YGL066W	2604
YGL065C	2142
YGL064C	2316
YGL063W	1743
YGL063C-A	780
YGL062W	4167
YGL061C	1374
YGL060W	2556
YGL059W	2106
YGL058W	1149
YGL057C	1494
YGL056C	2214
YGL055W	2163
YGL054C	1047
YGL053W	1344
YGL052W	936
YGL051W	1335
YGL050W	1452
YGL049C	3375
YGL048C	1848
YGL047W	1239
YGL045W	2259
YGL044C	1521
YGL043W	1560
YGL042C	936
YGL041C-B	813
YGL041W-A	1095
YGL041C	834
YGL040C	1659
YGL039W	1677
YGL038C	2073
YGL037C	1281
YGL036W	3360
YGL035C	2145
YGL034C	996
YGL033W	1275
YGL032C	894
YGL031C	1098
YGL030W	948
YGL029W	993
YGL028C	2259
YGL027C	3132
YGL026C	2754
YGL025C	1824
YGL024W	966
YGL023C	2538
YGL022W	2787
YGL021W	2913
YGL020C	1338
YGL019W	1467
YGL018C	1185
YGL017W	2142
YGL016W	3876
YGL015C	1023
YGL014W	3297
YGL014C-A	792
YGL013C	3837
YGL012W	2052
YGL011C	1389
YGL010W	1155
YGL009C	2970
YGL008C	3387
YGL007C-A	717
YGL007W	1008
YGL006W-A	741
YGL006W	4152
YGL005C	1470
YGL004C	1884
YGL003C	2331
YGL002W	1281
YGL001C	1680
YGR001C	1377
YGR002C	2061
YGR003W	2865
YGR004W	2019
YGR005C	1833
YGR006W	1386
YGR007W	1602
YGR008C	885
YGR009C	2586
YGR010W	1818
YGR011W	957
YGR012W	1812
YGR013W	2493
YGR014W	4551
YGR015C	1617
YGR016W	1203
YGR017W	1524
YGR018C	960
YGR019W	2046
YGR020C	987
YGR021W	1503
YGR022C	960
YGR023W	2286
YGR024C	1344
YGR025W	933
YGR026W	1467
YGR027C	957
YGR028W	1719
YGR029W	1200
YGR030C	1107
YGR031W	1659
YGR031C-A	1122
YGR032W	6318
YGR033C	1350
YGR034W	1014
YGR035C	981
YGR035W-A	852
YGR036C	1350
YGR037C	894
YGR038W	1299
YGR039W	942
YGR040W	1737
YGR041W	2274
YGR042W	1446
YGR043C	1632
YGR044C	1533
YGR045C	993
YGR046W	1788
YGR047C	3708
YGR048W	1716
YGR049W	1194
YGR050C	987
YGR051C	954
YGR052W	1740
YGR053C	1482
YGR054W	2559
YGR055W	2355
YGR056W	3417
YGR057C	1359
YGR058W	1638
YGR059W	2169
YGR060W	1560
YGR061C	4707
YGR062C	1581
YGR063C	939
YGR064W	999
YGR065C	2412
YGR066C	1509
YGR067C	3045
YGR068C	2391
YGR068W-A	726
YGR069W	966
YGR070W	4098
YGR071C	3213
YGR072W	1794
YGR073C	1002
YGR074W	1071
YGR075C	1359
YGR076C	1104
YGR077C	2400
YGR078C	1230
YGR079W	1743
YGR080W	1629
YGR081C	1263
YGR082W	1182
YGR083C	2586
YGR084C	1650
YGR085C	1155
YGR086C	1650
YGR087C	2322
YGR088W	2319
YGR089W	3441
YGR090W	4344
YGR091W	2115
YGR092W	2349
YGR093W	2154
YGR094W	3945
YGR095C	1302
YGR096W	1575
YGR097W	4071
YGR098C	5523
YGR099W	2697
YGR100W	3483
YGR101W	1671
YGR102C	1182
YGR103W	2448
YGR104C	1554
YGR105W	864
YGR106C	1428
YGR107W	1080
YGR108W	2046
YGR109C	1773
YGR110W	1968
YGR111W	1833
YGR112W	1800
YGR113W	1662
YGR114C	1020
YGR115C	1410
YGR116W	4986
YGR117C	2061
YGR118W	1068
YGR119C	2256
YGR120C	1419
YGR121C	2109
YGR121W-A	846
YGR122W	1839
YGR122C-A	759
YGR123C	2172
YGR124W	2349
YGR125W	3741
YGR126W	1323
YGR127W	1569
YGR128C	2772
YGR129W	1278
YGR130C	3081
YGR131W	1155
YGR132C	1494
YGR133W	1182
YGR134W	3999
YGR135W	1407
YGR136W	1356
YGR137W	1005
YGR138C	2475
YGR139W	969
YGR140W	3501
YGR141W	2034
YGR142W	1863
YGR143W	2946
YGR144W	1611
YGR145W	2754
YGR146C	1266
YGR146C-A	792
YGR147C	1497
YGR148C	1098
YGR149W	1929
YGR150C	3225
YGR151C	966
YGR152C	1449
YGR153W	1284
YGR154C	1701
YGR155W	2154
YGR156W	1908
YGR157W	3240
YGR158C	1383
YGR159C	1875
YGR160W	1242
YGR161C	1422
YGR161W-C	909
YGR162W	3489
YGR163W	1656
YGR164W	966
YGR165W	1668
YGR166W	2313
YGR167W	1332
YGR168C	1761
YGR169C	1845
YGR169C-A	909
YGR170W	4047
YGR171C	2358
YGR172C	1377
YGR173W	1737
YGR174C	1143
YGR174W-A	717
YGR175C	2121
YGR176W	978
YGR177C	2238
YGR178C	2799
YGR179C	1851
YGR180C	1668
YGR181W	948
YGR182C	984
YGR183C	831
YGR184C	6483
YGR185C	1815
YGR186W	2838
YGR187C	1815
YGR188C	3696
YGR189C	2154
YGR190C	996
YGR191W	2442
YGR192C	1629
YGR193C	1863
YGR194C	2433
YGR195W	1371
YGR196C	3084
YGR197C	2274
YGR198W	3084
YGR199W	2910
YGR200C	2997
YGR201C	1308
YGR202C	1905
YGR203W	1077
YGR204W	3471
YGR204C-A	744
YGR205W	1503
YGR206W	936
YGR207C	1416
YGR208W	1560
YGR209C	945
YGR210C	1866
YGR211W	2091
YGR212W	2037
YGR213C	1584
YGR214W	1389
YGR215W	963
YGR216C	2460
YGR217W	6750
YGR218W	3885
YGR219W	972
YGR220C	1440
YGR221C	2499
YGR222W	1512
YGR223C	1977
YGR224W	2472
YGR225W	2412
YGR226C	840
YGR227W	2208
YGR228W	975
YGR229C	2148
YGR230W	1044
YGR231C	1563
YGR232W	1317
YGR233C	4167
YGR234W	1830
YGR235C	1332
YGR236C	918
YGR237C	2988
YGR238C	3279
YGR239C	1497
YGR240C	3594
YGR240C-A	831
YGR241C	2337
YGR242W	939
YGR243W	1071
YGR244C	1914
YGR245C	2934
YGR246C	2421
YGR247W	1350
YGR248W	1398
YGR249W	2001
YGR250C	2976
YGR251W	1221
YGR252W	1950
YGR253C	1413
YGR254W	1944
YGR255C	2070
YGR256W	2109
YGR257C	1731
YGR258C	3726
YGR259C	1071
YGR260W	2235
YGR261C	3060
YGR262C	1416
YGR263C	1905
YGR264C	2886
YGR265W	1041
YGR266W	2736
YGR267C	1362
YGR268C	1227
YGR269W	957
YGR270W	4770
YGR270C-A	849
YGR271W	6534
YGR271C-A	1332
YGR273C	1155
YGR274C	3831
YGR275W	1104
YGR276C	2292
YGR277C	1548
YGR278W	2364
YGR279C	1791
YGR280C	1446
YGR281W	5064
YGR282C	1572
YGR283C	1656
YGR284C	1563
YGR285C	1932
YGR286C	1758
YGR287C	2400
YGR288W	2052
YGR289C	2481
YGR290W	1074
YGR291C	852
YGR292W	2385
YGR293C	1092
YGR294W	993
YGR295C	1776
YGR296W	5959
YGR296C-A	1206
YGR296C-B	1113
YHL050C	2568
YHL050W-A	1113
YHL049C	1446
YHL048C-A	765
YHL048W	1776
YHL047C	2493
YHL046W-A	957
YHL046C	993
YHL045W	978
YHL044W	1338
YHL043W	1143
YHL042W	1083
YHL041W	1080
YHL040C	2514
YHL039W	2388
YHL038C	2523
YHL037C	1032
YHL036W	2271
YHL035C	5409
YHL034W-A	1092
YHL034C	1515
YHL033C	1401
YHL032C	2760
YHL031C	1302
YHL030W-A	1092
YHL030W	6237
YHL029C	2670
YHL028W	2448
YHL027W	2508
YHL026C	1578
YHL025W	1629
YHL024W	2772
YHL023C	4071
YHL022C	1827
YHL021C	2028
YHL020C	1845
YHL019W-A	1224
YHL019C	2448
YHL018W	993
YHL017W	2229
YHL016C	2838
YHL015W-A	714
YHL015W	996
YHL014C	1848
YHL013C	1554
YHL012W	2112
YHL011C	1593
YHL010C	2388
YHL009C	1623
YHL008C	2514
YHL007C	3450
YHL006W-A	984
YHL006C	1083
YHL005C	1023
YHL004W	1815
YHL003C	1866
YHL002C-A	1119
YHL002W	1989
YHL001W	1047
YHR001W	1944
YHR001W-A	864
YHR002W	1704
YHR003C	1920
YHR004C	1971
YHR005C	2049
YHR005C-A	912
YHR006W	2256
YHR007C	2223
YHR007C-A	846
YHR008C	1332
YHR009C	2202
YHR010W	1041
YHR011W	1971
YHR012W	1479
YHR013C	1347
YHR014W	1506
YHR015W	2610
YHR016C	2037
YHR017W	1788
YHR018C	2022
YHR019C	2295
YHR020W	2697
YHR021C	879
YHR021W-A	1086
YHR022C	1401
YHR022C-A	720
YHR023W	6417
YHR024C	2079
YHR025W	1704
YHR026W	1272
YHR027C	3612
YHR028C	3087
YHR028W-A	951
YHR029C	1515
YHR030C	2085
YHR031C	2802
YHR032W	2376
YHR032W-A	810
YHR032C-A	750
YHR033W	1902
YHR034C	1665
YHR035W	2523
YHR036W	2046
YHR037W	2358
YHR038W	1323
YHR039C	2565
YHR039C-A	975
YHR040W	1731
YHR041C	1263
YHR042W	2706
YHR043C	1371
YHR044C	1371
YHR045W	2313
YHR046C	1518
YHR047C	3201
YHR048W	2175
YHR049W	1362
YHR049C-A	927
YHR050W	2280
YHR050W-A	801
YHR051W	1077
YHR052W	1761
YHR052W-A	825
YHR053C	816
YHR054C	1695
YHR054W-A	825
YHR055C	816
YHR056C	3282
YHR056W-A	1065
YHR057C	1248
YHR058C	1518
YHR059W	1023
YHR060W	1176
YHR061C	1575
