# Run started 2022-06-16 22:12:45.236780
# Command: scripts/annotation/extract_lengths_from_gff.py src/annotations/Scerevisiae.R64-1-1.104.yeastss.pelechano.gtf src/annotations/Scerevisiae.R64-1-1.104.yeastss.pelechano_lengths_withintron.tsv -i
# Parameters:
#	in_gtf: src/annotations/Scerevisiae.R64-1-1.104.yeastss.pelechano.gtf
#	out_file: src/annotations/Scerevisiae.R64-1-1.104.yeastss.pelechano_lengths_withintron.tsv
#	intron: True
ORF	Length
YDR484W	2106
YDR485C	2561
YDR486C	1028
YDR487C	820
YDR488C	1754
YDR489W	2375
YDR490C	2579
YDR491C	492
YDR492W	1456
YDR493W	712
YDR494W	1194
YDR495C	3232
YDR496C	2234
YDR497C	1939
YDR498C	1865
YDR499W	2358
YDR500C	893
YDR501W	1581
YDR502C	1697
YDR503C	1067
YDR504C	609
YDR505C	2857
YDR506C	2269
YDR507C	3730
YDR508C	2270
YDR509W	348
YDR510W	506
YDR510C-A	520
YDR511W	1059
YDR512C	647
YDR513W	565
YDR514C	1639
YDR515W	1672
YDR516C	1691
YDR517W	1295
YDR518W	1639
YDR519W	1713
YDR520C	2552
YDR521W	336
YDR522C	1509
YDR523C	1525
YDR524C	2023
YDR524W-C	90
YDR524C-B	665
YDR524C-A	186
YDR525W	330
YDR525W-A	491
YDR526C	471
YDR527W	2081
YDR528W	1732
YDR529C	795
YDR530C	1307
YDR531W	1235
YDR532C	1226
YDR533C	989
YDR534C	1861
YDR535C	757
YDR536W	1902
YDR537C	905
YDR538W	1084
YDR539W	1894
YDR540C	1477
YDR541C	1498
YDR542W	363
YDR543C	300
YDR544C	429
YDR545W	5391
YDR545C-A	480
YIL177C	5665
YIL177W-A	483
YIL176C	363
YIL173W	4650
YIL172C	1770
YIL171W-A	453
YIL169C	3311
YIL166C	1629
YIL165C	1028
YIL164C	889
YIL163C	354
YIL162W	1819
YIL161W	2160
YIL160C	1388
YIL159W	4228
YIL158W	739
YIL157C	855
YIL156W-A	402
YIL156W-B	518
YIL156W	3332
YIL155C	2335
YIL154C	1353
YIL153W	1262
YIL152W	1439
YIL151C	3521
YIL150C	2053
YIL149C	5182
YIL148W	903
YIL147C	4128
YIL146C	2161
YIL145C	1484
YIL144W	2816
YIL143C	2559
YIL142C-A	333
YIL142W	1857
YIL141W	847
YIL140W	2713
YIL139C	1309
YIL138C	1428
YIL137C	2993
YIL136W	1309
YIL135C	1524
YIL134C-A	769
YIL134W	1031
YIL133C	1272
YIL132C	1165
YIL131C	2373
YIL130W	3031
YIL129C	7239
YIL128W	3175
YIL127C	1737
YIL126W	4277
YIL125W	3542
YIL124W	1309
YIL123W	1824
YIL122W	1469
YIL121W	2131
YIL120W	1692
YIL119C	1721
YIL118W	985
YIL117C	1119
YIL116W	1222
YIL115W-A	778
YIL115C	4623
YIL114C	1040
YIL113W	1011
YIL112W	3442
YIL111W	718
YIL110W	1437
YIL109C	3047
YIL108W	2300
YIL107C	2929
YIL106W	1217
YIL105C	2366
YIL105W-A	141
YIL104C	1653
YIL103W	1463
YIL102C-A	1452
YIL102C	306
YIL101C	2081
YIL100C-A	339
YIL100W	354
YIL099W	2099
YIL098C	572
YIL097W	1730
YIL096C	1224
YIL095W	2723
YIL094C	1706
YIL093C	1245
YIL092W	2637
YIL091C	2678
YIL090W	1964
YIL089W	1133
YIL088C	1679
YIL087C	642
YIL086C	309
YIL085C	1656
YIL084C	2427
YIL083C	1602
YIL082W	1380
YIL079C	1228
YIL078W	2530
YIL077C	1192
YIL076W	1066
YIL075C	3004
YIL074C	1641
YIL073C	3018
YIL072W	1818
YIL071W-A	477
YIL071C	3520
YIL070C	977
YIL069C	1346
YIL068W-A	384
YIL068C	2589
YIL067C	2214
YIL066W-A	444
YIL066C	2806
YIL065C	722
YIL064W	865
YIL063C	1170
YIL062C	751
YIL061C	966
YIL060W	781
YIL059C	939
YIL058W	285
YIL057C	849
YIL056W	2317
YIL055C	2039
YIL054W	482
YIL053W	1155
YIL052C	1157
YIL051C	772
YIL050W	1475
YIL049W	875
YIL048W	3886
YIL047C-A	1044
YIL047C	2727
YIL046W-A	271
YIL046W	2104
YIL045W	1993
YIL044C	1114
YIL043C	1066
YIL042C	1360
YIL041W	1221
YIL040W	565
YIL039W	1704
YIL038C	2749
YIL037C	1971
YIL036W	2089
YIL035C	1855
YIL034C	1258
YIL033C	1550
YIL032C	357
YIL031W	3431
YIL030W-A	789
YIL030C	4141
YIL029W-A	372
YIL029C	935
YIL028W	2127
YIL027C	690
YIL026C	3635
YIL025C	375
YIL024C	731
YIL023C	1284
YIL022W	1738
YIL021W	1250
YIL021C-A	270
YIL020C-A	854
YIL020C	1010
YIL019W	1674
YIL018W	1458
YIL017C	2953
YIL016W	610
YIL015W	1796
YIL014C-A	601
YIL014W	2194
YIL013C	4327
YIL012W	669
YIL011W	972
YIL010W	928
YIL009C-A	833
YIL009W	2977
YIL008W	1137
YIL007C	842
YIL006W	1377
YIL005W	2443
YIL004C	1181
YIL003W	1024
YIL002W-A	780
YIL002C	3192
YIL001W	1726
YIR001C	1147
YIR002C	3065
YIR003W	2123
YIR004W	1471
YIR005W	568
YIR006C	4477
YIR007W	2425
YIR008C	1682
YIR009W	843
YIR010W	1906
YIR011C	1086
YIR012W	1475
YIR013C	588
YIR014W	757
YIR015W	459
YIR016W	903
YIR017C	775
YIR017W-A	1001
YIR018W	1637
YIR018C-A	357
YIR019C	4104
YIR020C	950
YIR020W-A	243
YIR020C-B	735
YIR021W	1228
YIR021W-A	213
YIR022W	886
YIR023W	3041
YIR023C-A	324
YIR024C	855
YIR025W	1395
YIR026C	1371
YIR027C	1707
YIR028W	1908
YIR029W	1347
YIR030C	947
YIR030W-A	384
YIR031C	1836
YIR032C	793
YIR033W	3495
YIR034C	1328
YIR035C	865
YIR036C	1113
YIR036W-A	402
YIR037W	787
YIR038C	857
YIR039C	1946
YIR040C	333
YIR041W	508
YIR042C	1252
Q0010	387
Q0017	162
Q0032	291
Q0050	2505
Q0055	5013
Q0060	6179
Q0065	8118
Q0070	9350
Q0045	12884
Q0075	1100
Q0080	147
Q0085	780
Q0092	141
Q0110	2040
Q0115	3726
Q0120	5712
Q0105	7108
Q0130	231
Q0140	1197
Q0142	177
Q0143	153
Q0144	330
Q0160	708
Q0182	405
Q0250	756
Q0255	1490
Q0275	810
Q0297	156
YEL077C	3834
YEL077W-A	483
YEL076C-A	930
YEL076C	651
YEL075W-A	612
YEL075C	791
YEL074W	339
YEL073C	1038
YEL072W	1117
YEL071W	1768
YEL070W	1581
YEL069C	1695
YEL068C	593
YEL067C	588
YEL066W	1509
YEL065W	2121
YEL064C	1800
YEL063C	2329
YEL062W	2000
YEL061C	3382
YEL060C	2198
YEL059C-A	377
YEL059W	510
YEL058W	2106
YEL057C	808
YEL056W	1419
YEL055C	3314
YEL054C	1065
YEL053W-A	348
YEL053C	2377
YEL052W	1634
YEL051W	1046
YEL050W-A	859
YEL050C	1456
YEL049W	838
YEL048C	2392
YEL047C	1427
YEL046C	1888
YEL045C	426
YEL044W	645
YEL043W	3007
YEL042W	2277
YEL041W	1958
YEL040W	1653
YEL039C	578
YEL038W	922
YEL037C	1544
YEL036C	1732
YEL035C	501
YEL034C-A	787
YEL034W	746
YEL033W	420
YEL032W	3186
YEL032C-A	162
YEL031W	3787
YEL030C-A	315
YEL030W	2738
YEL029C	1368
YEL028W	1180
YEL027W	1594
YEL026W	542
YEL025C	3607
YEL024W	1349
YEL023C	2735
YEL022W	4520
YEL021W	954
YEL020C-B	350
YEL020W-A	525
YEL020C	1751
YEL019C	969
YEL018C-A	1085
YEL018W	996
YEL017C-A	869
YEL017W	1121
YEL016C	1842
YEL015W	2162
YEL014C	306
YEL013W	2423
YEL012W	984
YEL011W	2265
YEL010W	351
YEL009C-A	615
YEL009C	1513
YEL008W	754
YEL008C-A	567
YEL007W	2253
YEL006W	1423
YEL005C	1277
YEL004W	1381
YEL003W	567
YEL002C	1503
YEL001C	1012
YER001W	2620
YER002W	874
YER003C	1703
YER004W	965
YER005W	2233
YER006W	1828
YER006C-A	318
YER007W	1720
YER007C-A	1246
YER008C	4165
YER009W	673
YER010C	862
YER011W	1086
YER012W	899
YER013W	3478
YER014W	1781
YER014C-A	970
YER015W	2510
YER016W	1168
YER017C	2530
YER018C	3144
YER019W	1926
YER019C-A	2155
YER020W	2337
YER021W	1714
YER022W	2199
YER023W	2024
YER023C-A	213
YER024W	2804
YER025W	1947
YER026C	1069
YER027C	1622
YER028C	1668
YER029C	776
YER030W	1009
YER031C	1029
YER032W	2937
YER033C	3433
YER034W	938
YER035W	681
YER036C	2094
YER037W	1209
YER038C	2204
YER038W-A	1216
YER039C	880
YER039C-A	700
YER040W	2538
YER041W	2554
YER042W	840
YER043C	1609
YER044C	617
YER044C-A	1315
YER045C	1856
YER046W	538
YER046W-A	330
YER047C	2882
YER048C	1644
YER048W-A	1085
YER049W	2168
YER050C	781
YER051W	1510
YER052C	1840
YER053C	1150
YER053C-A	537
YER054C	2259
YER055C	2079
YER056C	3228
YER056C-A	865
YER057C	523
YER058W	522
YER059W	2004
YER060W	1823
YER060W-A	1740
YER061C	1836
YER062C	1051
YER063W	945
YER064C	2738
YER065C	1855
YER066W	697
YER066C-A	501
YER067W	756
YER067C-A	324
YER068W	1961
YER068C-A	432
YER069W	2802
YER070W	2964
YER071C	647
YER072W	552
YER073W	2345
YER074W	1108
YER074W-A	897
YER075C	2931
YER076C	1683
YER076W-A	348
YER077C	2175
YER078C	1852
YER078W-A	227
YER079W	1013
YER079C-A	339
YER080W	2287
YER081W	2066
YER082C	2062
YER083C	1219
YER084W	387
YER084W-A	867
YER085C	666
YER086W	1941
YER087W	1937
YER087C-A	865
YER087C-B	653
YER088C	2235
YER088C-A	760
YER088W-B	274
YER089C	1791
YER090W	1833
YER090C-A	90
YER091C	2599
YER091C-A	222
YER092W	856
YER093C	4375
YER093C-A	640
YER094C	872
YER095W	1694
YER096W	1809
YER097W	330
YER098W	2867
YER099C	3231
YER100W	939
YER101C	1522
YER102W	1335
YER103W	2111
YER104W	2379
YER105C	4467
YER106W	909
YER107C	1518
YER107W-A	321
YER110C	3606
YER111C	3594
YER112W	767
YER113C	2400
YER114C	3633
YER115C	912
YER116C	1751
YER117W	1347
YER118C	1570
YER119C	1606
YER119C-A	372
YER120W	996
YER121W	568
YER122C	1713
YER123W	2312
YER124C	2339
YER125W	3315
YER126C	1369
YER127W	1292
YER128W	1222
YER129W	3953
YER130C	1652
YER131W	891
YER132C	5536
YER133W	1999
YER133W-A	342
YER134C	1536
YER135C	965
YER136W	1762
YER137C	638
YER137W-A	306
YER138W-A	288
YER139C	1620
YER140W	2122
YER141W	1732
YER142C	1005
YER143W	1552
YER144C	2542
YER145C	1493
YER145C-A	498
YER146W	408
YER147C	2113
YER147C-A	411
YER148W	1259
YER148W-A	1105
YER149C	1418
YER150W	645
YER151C	2866
YER152C	1415
YER152W-A	567
YER153C	1198
YER154W	1279
YER155C	6513
YER156C	1145
YER157W	2503
YER158C	2073
YER158W-A	605
YER159C	854
YER161C	1320
YER162C	2366
YER163C	807
YER164W	4709
YER165W	2134
YER165C-A	357
YER166W	5016
YER167W	2937
YER168C	1895
YER169W	2880
YER170W	1083
YER171W	2776
YER172C	6549
YER172C-A	381
YER173W	2604
YER174C	944
YER175C	1258
YER175W-A	926
YER176W	3522
YER177W	1033
YER178W	1556
YER179W	1371
YER180C	865
YER180C-A	1212
YER181C	936
YER182W	868
YER183C	733
YER184C	2886
YER185W	1017
YER186C	1619
YER187W	627
YER188W	963
YER188C-A	776
YER189W	369
YER190W	5046
YER190C-A	576
YER190C-B	483
YFL068W	483
YFL067W	528
YFL066C	1179
YFL065C	309
YFL064C	525
YFL063W	456
YFL062W	1221
YFL061W	678
YFL060C	761
YFL059W	897
YFL058W	1023
YFL055W	2082
YFL054C	2065
YFL053W	1776
YFL052W	2732
YFL051C	483
YFL050C	2809
YFL049W	2028
YFL048C	1509
YFL047W	2253
YFL046W	794
YFL045C	1000
YFL044C	1199
YFL042C	2148
YFL041W-A	273
YFL041W	2073
YFL040W	1623
YFL039C	1846
YFL038C	989
YFL037W	1697
YFL036W	4257
YFL034C-B	1223
YFL034C-A	914
YFL034W	3524
YFL033C	5481
YFL032W	417
YFL031W	1512
YFL031C-A	694
YFL030W	1263
YFL029C	1227
YFL028C	1026
YFL027C	1707
YFL026W	1496
YFL025C	3167
YFL024C	3217
YFL023W	2495
YFL022C	1697
YFL021C-A	1167
YFL021W	1820
YFL020C	516
YFL019C	354
YFL018C	1716
YFL017W-A	343
YFL017C	905
YFL016C	1640
YFL015W-A	318
YFL015C	495
YFL014W	594
YFL013W-A	804
YFL013C	2343
YFL012W-A	375
YFL012W	1372
YFL011W	2022
YFL010W-A	461
YFL010C	1042
YFL009W	2669
YFL008W	3822
YFL007W	6555
YFL005W	1026
YFL004W	2844
YFL003C	2637
YFL002C	2002
YFL001W	1379
YFR001W	834
YFR002W	2650
YFR003C	740
YFR004W	1050
YFR005C	1708
YFR006W	1697
YFR007W	1151
YFR008W	1136
YFR009W	2398
YFR009W-A	1113
YFR010W	1688
YFR010W-A	189
YFR011C	766
YFR012W	609
YFR012W-A	320
YFR013W	2586
YFR014C	1683
YFR015C	2397
YFR016C	3847
YFR017C	781
YFR018C	1335
YFR019W	6847
YFR020W	1230
YFR021W	1800
YFR022W	2427
YFR023W	1836
YFR024C-A	1743
YFR025C	1151
YFR026C	1077
YFR027W	1054
YFR028C	1779
YFR029W	2172
YFR030W	3306
YFR031C	3548
YFR031C-A	1124
YFR032C	972
YFR032C-A	876
YFR032C-B	789
YFR033C	694
YFR034C	1348
YFR034W-A	1056
YFR035C	345
YFR036W	536
YFR036W-A	651
YFR037C	1857
YFR038W	2650
YFR039C	1721
YFR040W	3382
YFR041C	1092
YFR042W	1600
YFR043C	820
YFR044C	1707
YFR045W	1321
YFR046C	1347
YFR047C	1323
YFR048W	2095
YFR049W	768
YFR050C	1020
YFR051C	1810
YFR052W	1092
YFR052C-A	655
YFR053C	1723
YFR054C	867
YFR056C	369
YFR055W	1526
YFR057W	456
YGL263W	1326
YGL262W	528
YGL261C	363
YGL260W	231
YGL259W	738
YGL258W-A	234
YGL258W	895
YGL257C	1990
YGL256W	1840
YGL255W	1280
YGL254W	1657
YGL253W	1841
YGL252C	2028
YGL251C	3751
YGL250W	1103
YGL249W	2115
YGL248W	1565
YGL247W	1297
YGL246C	1421
YGL245W	2483
YGL244W	1825
YGL243W	1789
YGL242C	791
YGL241W	3195
YGL240W	1926
YGL239C	315
YGL238W	3069
YGL237C	1138
YGL236C	2093
YGL235W	537
YGL234W	2532
YGL233W	2827
YGL232W	1027
YGL231C	975
YGL230C	573
YGL229C	2961
YGL228W	1947
YGL227W	3109
YGL226C-A	1016
YGL226W	484
YGL225W	1353
YGL224C	1068
YGL223C	1331
YGL222C	747
YGL221C	1131
YGL220W	545
YGL219C	1489
YGL218W	651
YGL217C	342
YGL216W	2732
YGL215W	2413
YGL214W	486
YGL213C	1487
YGL212W	1282
YGL211W	1813
YGL210W	825
YGL209W	1472
YGL208W	1422
YGL207W	3335
YGL206C	5034
YGL205W	2534
YGL204C	921
YGL203C	2656
YGL202W	2261
YGL201C	3307
YGL200C	870
YGL199C	730
YGL198W	1103
YGL197W	4464
YGL196W	1515
YGL195W	8062
YGL194C-A	531
YGL194C	1622
YGL193C	357
YGL192W	2581
YGL191W	692
YGL190C	2325
YGL189C	429
YGL188C-A	820
YGL188C	669
YGL187C	1234
YGL186C	1911
YGL185C	1531
YGL184C	1572
YGL183C	747
YGL182C	358
YGL181W	1380
YGL180W	3604
YGL179C	1871
YGL178W	3662
YGL177W	524
YGL176C	1813
YGL175C	1295
YGL174W	1011
YGL173C	4919
YGL172W	1565
YGL171W	2020
YGL170C	1242
YGL169W	1577
YGL168W	800
YGL167C	3493
YGL166W	917
YGL165C	901
YGL164C	1528
YGL163C	3050
YGL162W	1222
YGL161C	1216
YGL160W	1982
YGL159W	2662
YGL158W	1804
YGL157W	1188
YGL156W	3476
YGL155W	1684
YGL154C	946
YGL153W	1141
YGL152C	678
YGL151W	3545
YGL150C	4849
YGL149W	306
YGL148W	1399
YGL147C	2459
YGL146C	1408
YGL145W	2309
YGL144C	2243
YGL143C	1424
YGL142C	2101
YGL141W	2863
YGL140C	4126
YGL139W	3072
YGL138C	1038
YGL137W	3431
YGL136C	1152
YGL135W	1003
YGL134W	1904
YGL133W	3996
YGL132W	336
YGL131C	4284
YGL130W	1757
YGL129C	1595
YGL128C	1065
YGL127C	629
YGL126W	1170
YGL125W	2400
YGL124C	2088
YGL123W	951
YGL123C-A	231
YGL122C	2008
YGL121C	638
YGL120C	2568
YGL119W	1662
YGL118C	438
YGL117W	1356
YGL116W	2072
YGL115W	1203
YGL114W	2570
YGL113W	2381
YGL112C	1737
YGL111W	1741
YGL110C	2064
YGL109W	324
YGL108C	901
YGL107C	2122
YGL106W	649
YGL105W	2101
YGL104C	1624
YGL103W	1049
YGL102C	429
YGL101W	936
YGL100W	1203
YGL099W	2001
YGL098W	2314
YGL097W	1607
YGL096W	1581
YGL095C	1876
YGL094C	3684
YGL093W	2832
YGL092W	4122
YGL091C	1293
YGL090W	1975
YGL089C	1121
YGL088W	366
YGL087C	730
YGL086W	2543
YGL085W	1072
YGL084C	1969
YGL083W	2663
YGL082W	1779
YGL081W	1430
YGL080W	703
YGL079W	1362
YGL078C	1842
YGL077C	2192
YGL076C	2031
YGL075C	1706
YGL074C	327
YGL073W	2635
YGL072C	360
YGL071W	2684
YGL070C	784
YGL069C	465
YGL068W	938
YGL067W	1488
YGL066W	2346
YGL065C	1696
YGL064C	1766
YGL063W	1829
YGL063C-A	1244
YGL062W	3719
YGL061C	1098
YGL060W	2318
YGL059W	1704
YGL058W	975
YGL057C	1076
YGL056C	1841
YGL055W	1877
YGL054C	1175
YGL053W	1120
YGL052W	306
YGL051W	751
YGL050W	1360
YGL049C	3081
YGL048C	1463
YGL047W	2502
YGL045W	1910
YGL044C	1402
YGL043W	1400
YGL042C	587
YGL041C-B	615
YGL041W-A	688
YGL041C	792
YGL040C	1331
YGL039W	1275
YGL038C	1948
YGL037C	871
YGL036W	2838
YGL035C	1554
YGL034C	383
YGL033W	777
YGL032C	418
YGL031C	1193
YGL030W	876
YGL029W	606
YGL028C	2095
YGL027C	2625
YGL026C	2345
YGL025C	1222
YGL024W	336
YGL023C	2074
YGL022W	2397
YGL021W	2852
YGL020C	860
YGL019W	1040
YGL018C	906
YGL017W	1682
YGL016W	3491
YGL015C	640
YGL014W	3150
YGL014C-A	162
YGL013C	3432
YGL012W	1867
YGL011C	1090
YGL010W	872
YGL009C	2613
YGL008C	3523
YGL007C-A	480
YGL007W	1028
YGL006W-A	111
YGL006W	3676
YGL005C	1069
YGL004C	1399
YGL003C	1993
YGL002W	965
YGL001C	1341
YGR001C	1026
YGR002C	1748
YGR003W	2491
YGR004W	1745
YGR005C	1410
YGR006W	1360
YGR007W	1117
YGR008C	1121
YGR009C	2138
YGR010W	1417
YGR011W	597
YGR012W	1333
YGR013W	2166
YGR014W	4382
YGR015C	1294
YGR016W	1480
YGR017W	1167
YGR018C	982
YGR019W	1727
YGR020C	798
YGR021W	984
YGR022C	330
YGR023W	2084
YGR024C	717
YGR025W	303
YGR026W	1284
YGR027C	998
YGR028W	1362
YGR029W	886
YGR030C	737
YGR031W	1807
YGR031C-A	856
YGR032W	6115
YGR033C	1124
YGR034W	1016
YGR035C	648
YGR035W-A	1637
YGR036C	1405
YGR037C	504
YGR038W	975
YGR039W	366
YGR040W	1974
YGR041W	2176
YGR042W	919
YGR043C	1234
YGR044C	1243
YGR045C	784
YGR046W	1649
YGR047C	3222
YGR048W	1305
YGR049W	941
YGR050C	657
YGR051C	324
YGR052W	1241
YGR053C	1043
YGR054W	2303
YGR055W	1873
YGR056W	2914
YGR057C	1985
YGR058W	1438
YGR059W	1539
YGR060W	1321
YGR061C	4189
YGR062C	1304
YGR063C	968
YGR064W	513
YGR065C	1942
YGR066C	1000
YGR067C	2581
YGR068C	2181
YGR068W-A	924
YGR069W	336
YGR070W	3496
YGR071C	2839
YGR072W	1327
YGR073C	405
YGR074W	771
YGR075C	1282
YGR076C	654
YGR077C	1850
YGR078C	767
YGR079W	1113
YGR080W	1274
YGR081C	1030
YGR082W	749
YGR083C	1988
YGR084C	1079
YGR085C	643
YGR086C	1538
YGR087C	1692
YGR088W	1797
YGR089W	3208
YGR090W	4097
YGR091W	1899
YGR092W	1966
YGR093W	1720
YGR094W	3405
YGR095C	909
YGR096W	1184
YGR097W	3675
YGR098C	5123
YGR099W	2207
YGR100W	3064
YGR101W	1257
YGR102C	762
YGR103W	2081
YGR104C	1128
YGR105W	579
YGR106C	1035
YGR107W	1124
YGR108W	1884
YGR109C	1336
YGR110W	1704
YGR111W	1363
YGR112W	1486
YGR113W	1399
YGR114C	390
YGR115C	780
YGR116W	4598
YGR117C	1751
YGR118W	1141
YGR119C	1938
YGR120C	998
YGR121C	1968
YGR121W-A	247
YGR122W	1684
YGR122C-A	852
YGR123C	1774
YGR124W	2041
YGR125W	3341
YGR126W	998
YGR127W	1163
YGR128C	2439
YGR129W	2206
YGR130C	2671
YGR131W	699
YGR132C	1148
YGR133W	552
YGR134W	3687
YGR135W	981
YGR136W	743
YGR137W	859
YGR138C	2216
YGR139W	339
YGR140W	3191
YGR141W	1877
YGR142W	1392
YGR143W	2721
YGR144W	1201
YGR145W	2287
YGR146C	1251
YGR146C-A	440
YGR147C	1272
YGR148C	1045
YGR149W	2187
YGR150C	2756
YGR151C	732
YGR152C	980
YGR153W	851
YGR154C	1398
YGR155W	1720
YGR156W	1597
YGR157W	3051
YGR158C	1396
YGR159C	1433
YGR160W	612
YGR161C	1097
YGR161W-C	1173
YGR162W	2895
YGR163W	1151
YGR164W	336
YGR165W	1233
YGR166W	1844
YGR167W	1312
YGR168C	1266
YGR169C	1367
YGR169C-A	776
YGR170W	3740
YGR171C	1898
YGR172C	1670
YGR173W	1438
YGR174C	580
YGR174W-A	323
YGR175C	1728
YGR176W	483
YGR177C	1877
YGR178C	2527
YGR179C	1400
YGR180C	1382
YGR181W	606
YGR182C	600
YGR183C	913
YGR184C	6227
YGR185C	1527
YGR186W	2451
YGR187C	1477
YGR188C	3292
YGR189C	1721
YGR190C	2436
YGR191W	2509
YGR192C	1554
YGR193C	2567
YGR194C	1940
YGR195W	1272
YGR196C	2608
YGR197C	1932
YGR198W	2658
YGR199W	2649
YGR200C	2803
YGR201C	1227
YGR202C	1422
YGR203W	681
YGR204W	2970
YGR204C-A	294
YGR205W	1234
YGR206W	416
YGR207C	1415
YGR208W	1223
YGR209C	1549
YGR210C	1633
YGR211W	1719
YGR212W	1428
YGR213C	1130
YGR214W	1405
YGR215W	1791
YGR216C	2111
YGR217W	6171
YGR218W	3757
YGR219W	342
YGR220C	1220
YGR221C	2483
YGR222W	978
YGR223C	1520
YGR224W	1842
YGR225W	2101
YGR226C	210
YGR227W	1876
YGR228W	345
YGR229C	1998
YGR230W	964
YGR231C	1205
YGR232W	799
YGR233C	3824
YGR234W	1499
YGR235C	1056
YGR236C	535
YGR237C	2569
YGR238C	2649
YGR239C	1353
YGR240C	3454
YGR240C-A	655
YGR241C	1992
YGR242W	309
YGR243W	685
YGR244C	1518
YGR245C	2824
YGR246C	1967
YGR247W	1085
YGR248W	1010
YGR249W	1495
YGR250C	2631
YGR251W	1161
YGR252W	1576
YGR253C	1735
YGR254W	1635
YGR255C	1753
YGR256W	1642
YGR257C	1312
YGR258C	3201
YGR259C	716
YGR260W	1928
YGR261C	2587
YGR262C	1011
YGR263C	1361
YGR264C	2559
YGR265W	411
YGR266W	2396
YGR267C	1150
YGR268C	924
YGR269W	827
YGR270W	4256
YGR270C-A	219
YGR271W	5927
YGR271C-A	960
YGR273C	735
YGR274C	3313
YGR275W	494
YGR276C	1699
YGR277C	1090
YGR278W	1905
YGR279C	1835
YGR280C	1624
YGR281W	4660
YGR282C	1515
YGR283C	1214
YGR284C	1261
YGR285C	1489
YGR286C	1401
YGR287C	2047
YGR288W	2082
YGR289C	2339
YGR290W	444
YGR291C	222
YGR292W	2010
YGR293C	462
YGR294W	492
YGR295C	1153
YGR296W	5728
YGR296C-A	576
YGR296C-B	483
YHL050C	2867
YHL050W-A	483
YHL049C	1303
YHL048C-A	135
YHL048W	1257
YHL047C	2064
YHL046W-A	327
YHL046C	494
YHL045W	381
YHL044W	1022
YHL043W	954
YHL042W	574
YHL041W	450
YHL040C	2616
YHL039W	2013
YHL038C	2074
YHL037C	413
YHL036W	1738
YHL035C	4797
YHL034W-A	1028
YHL034C	1198
YHL033C	1539
YHL032C	2342
YHL031C	838
YHL030W-A	462
YHL030W	5645
YHL029C	2164
YHL028W	1967
YHL027W	2180
YHL026C	1135
YHL025W	1160
YHL024W	2298
YHL023C	3591
YHL022C	1717
YHL021C	1589
YHL020C	1425
YHL019W-A	594
YHL019C	1940
YHL018W	494
YHL017W	1807
YHL016C	2360
YHL015W-A	165
YHL015W	674
YHL014C	1296
YHL013C	1329
YHL012W	1482
YHL011C	1415
YHL010C	1811
YHL009C	1455
YHL008C	2227
YHL007C	3095
YHL006W-A	879
YHL006C	903
YHL005C	393
YHL004W	1444
YHL003C	1627
YHL002C-A	732
YHL002W	1472
YHL001W	1205
YHR001W	1735
YHR001W-A	761
YHR002W	1704
YHR003C	2346
YHR004C	1422
YHR005C	1638
YHR005C-A	887
YHR006W	1785
YHR007C	2046
YHR007C-A	1222
YHR008C	935
YHR009C	1977
YHR010W	1382
YHR011W	1587
YHR012W	1348
YHR013C	1156
YHR014W	921
YHR015W	1980
YHR016C	1807
YHR017W	1290
YHR018C	2016
YHR019C	1863
YHR020W	2297
YHR021C	1087
YHR021W-A	466
YHR022C	1590
YHR022C-A	912
YHR023W	5841
YHR024C	1787
YHR025W	1307
YHR026W	987
YHR027C	3164
YHR028C	2647
YHR028W-A	346
YHR029C	980
YHR030C	1787
YHR031C	2436
YHR032W	1842
YHR032W-A	308
YHR032C-A	120
YHR033W	1673
YHR034C	1167
YHR035W	3316
YHR036W	1850
YHR037W	1930
YHR038W	834
YHR039C	2237
YHR039C-A	651
YHR040W	1220
YHR041C	1031
YHR042W	2351
YHR043C	979
YHR044C	1165
YHR045W	1959
YHR046C	1167
YHR047C	2850
YHR048W	1882
YHR049W	1056
YHR049C-A	324
YHR050W	2063
YHR050W-A	244
YHR051W	1093
YHR052W	1314
YHR052W-A	195
YHR053C	245
YHR054C	1065
YHR054W-A	195
YHR055C	186
YHR056C	2701
YHR056W-A	838
YHR057C	704
YHR058C	976
YHR059W	546
YHR060W	658
YHR061C	1352
YHR062C	1181
YHR063C	1301
YHR063W-A	336
YHR064C	1842
YHR065C	1677
YHR066W	1569
YHR067W	1236
YHR068W	1561
YHR069C	1338
YHR069C-A	558
YHR070W	2095
YHR070C-A	411
YHR071W	1044
YHR071C-A	931
YHR072W	2367
YHR072W-A	551
YHR073W	3021
YHR073W-A	1275
YHR073C-B	90
YHR074W	2322
YHR075C	1312
YHR076W	1296
YHR077C	3569
YHR078W	1820
YHR079C	3824
YHR079C-A	362
YHR080C	4288
YHR081W	706
YHR082C	3647
YHR083W	1374
YHR084W	2702
YHR085W	1173
YHR086W	2229
YHR086W-A	569
YHR087W	617
YHR088W	1116
YHR089C	979
YHR090C	1133
YHR091C	2098
YHR092C	1940
YHR093W	549
YHR094C	1839
YHR095W	495
YHR096C	1937
YHR097C	1342
YHR098C	3024
YHR099W	11330
YHR100C	892
YHR101C	1428
YHR102W	3513
YHR103W	2953
YHR104W	1236
YHR105W	976
YHR106W	1149
YHR107C	1451
YHR108W	1996
YHR109W	1877
YHR110W	832
