# S. cerevisiae 5' and 3' UTR estimates.
# 
# Extensive transcriptional heterogeneity revealed by isoform profiling
# Vicent Pelechano Wu Wei, & Lars M. Steinmetz, Nature 2013
# Supplementary Data 3, http://www.nature.com/nature/journal/v497/n7447/full/nature12121.html
# header annotated by Edward Wallace
# 
# Column key
#   chr: chromosome
#   strand: DAN strand (determined from annotation)
#   gene: systematic ORF name
#   type: Verified - this file only includes verified ORFs
#   mTIF_number: number of detected reads with median 5' UTR and median 3' UTR length
#   median5: median 5' UTR length
#   median3: median 3' UTR length
#   sd5: standard deviation of 5' UTR length (interquartile range would be better)
#   sd3: standard deviation of 3' UTR length
#
chr	strand	gene	type	mTIF_number	median5	median3	sd5	sd3
13	-	YMR077C	Verified	11	45	157	220.648960197785	21.7339282313078
13	-	YMR078C	Verified	23	13	122	9.53379675850136	26.8457016970081
13	-	YMR080C	Verified	11	79	411	12.0860550748674	13.3552849600312
13	-	YMR081C	Verified	20	138	185	37.4341527147828	49.1907137149836
13	-	YMR086C-A	Dubious	1	788	1410	NA	NA
13	-	YMR088C	Verified	116	109	111	37.0309759311147	36.2359366299296
13	-	YMR089C	Verified	23	199	201	76.772777001601	31.4345420641467
13	-	YMR091C	Verified	60	47	73	24.4768078861151	173.721722895122
13	-	YMR092C	Verified	56	55	80	21.7197916806159	21.0548757347982
13	-	YMR097C	Verified	23	30	59	16.5372976461916	18.5217530479266
13	-	YMR098C	Verified	34	64	87	21.1773766888739	34.0076011216073
13	-	YMR099C	Verified	57	23	89	18.7484000988261	84.8709140703565
13	-	YMR102C	Uncharacterized	3	157	119	99.8815965698053	19.0525588832576
13	-	YMR103C	Dubious	98	1055	146	850.670565373684	59.3149119861603
13	-	YMR104C	Verified	28	55.5	664	24.659238478267	136.008636513823
13	-	YMR105C	Verified	60	67	150	450.936519515517	86.8654456600409
13	-	YMR106C	Verified	16	49	127	108.322896933197	56.2476666182696
13	-	YMR110C	Verified	37	25	152	16.2055583094233	35.8735475164
13	-	YMR111C	Uncharacterized	19	82	165	25.7019579657826	20.9970758198006
13	-	YMR112C	Verified	10	55	121	42.4820223414825	12.9631957651053
13	-	YMR114C	Verified	14	30	91	16.8960948736098	15.3352642517281
13	-	YMR116C	Verified	161	29	145	161.567614156115	54.5610184657952
13	-	YMR117C	Verified	1	22	205	NA	NA
13	-	YMR120C	Verified	47	43	147	21.906769912349	24.7850892180877
13	-	YMR121C	Verified	31	27	61	36.3297620815665	8.54677201216676
13	-	YMR122C	Dubious	1	679	17	NA	NA
13	-	YMR126C	Uncharacterized	17	224	96	29.7213777291304	25.5761550253816
13	-	YMR127C	Verified	5	100	208	5.67450438364444	4.38178046004133
13	-	YMR131C	Verified	104	40	113.5	22.478003520561	70.9698102410173
13	-	YMR132C	Uncharacterized	21	56	241	28.8298786810126	61.1266055393386
13	-	YMR135C	Verified	4	53	107.5	115	53.9467329872718
13	-	YMR137C	Verified	30	40	98	15.6565141963851	52.5212162932233
13	-	YMR142C	Verified	101	28	109	21.2756124040723	58.3669426987571
13	-	YMR145C	Verified	296	96	199	73.5910770516482	94.2022986162759
13	-	YMR146C	Verified	72	50	99	29.3300787780524	15.3626926007019
13	-	YMR153C-A	Dubious	2	1171	818	1596.64711191922	777.817459305202
13	-	YMR154C	Verified	9	36	204	30.0416377715996	186.200161117009
13	-	YMR156C	Verified	15	17	69	45.9575373371468	19.126645587467
13	-	YMR157C	Verified	39	30	119	174.300665510207	37.2710464594642
13	-	YMR158C-A	Uncharacterized	13	1546	82	435.198613662008	22.3029835879211
13	-	YMR163C	Verified	3	145	64	4.61880215351701	4.61880215351701
13	-	YMR165C	Verified	15	114	106	26.0479411488747	21.6520096944723
13	-	YMR166C	Uncharacterized	19	248	230	28.1274251715941	13.0426650310092
13	-	YMR168C	Verified	18	38.5	576	22.5545091357126	172.079514983987
13	-	YMR169C	Verified	6	278.5	55	143.456497471068	0
13	-	YMR170C	Verified	50	35	98	99.8530266881055	33.4296458923782
13	-	YMR171C	Verified	50	201	253	39.3883024176841	10.4350469132454
13	-	YMR174C	Verified	8	34	166.5	103.303989689238	10.2782711164309
13	-	YMR180C	Verified	2	33	131	11.3137084989848	18.3847763108502
13	-	YMR181C	Uncharacterized	36	178	177.5	213.027161246099	149.565900960609
13	-	YMR182C	Verified	9	113	442	37.1217965321963	1.66666666666667
13	-	YMR183C	Verified	42	74.5	161	17.6937589474667	79.9478670146104
13	-	YMR187C	Uncharacterized	10	37	214	29.6027401134122	62.3150597100465
13	-	YMR188C	Verified	48	64	124	31.6323558989259	14.0913936814825
13	-	YMR194C-B	Verified	45	52	262	61.578044427828	103.068953089226
13	-	YMR194C-A	Dubious	3	35	109	17.6162803489651	280.892031452182
13	-	YMR197C	Verified	33	43	176	17.0110815041077	31.0080023884353
13	-	YMR201C	Verified	13	34	62	317.81965536029	87.3266047515641
13	-	YMR204C	Verified	10	20	299	13.5055544129073	58.2717770451528
13	-	YMR205C	Verified	101	55	183	24.828269579192	92.9942423427972
13	-	YMR209C	Uncharacterized	39	33	123	19.070117087265	46.4101732762954
13	-	YMR212C	Verified	36	128	137.5	30.3797656134829	28.0872224239433
13	-	YMR216C	Verified	50	178	178	99.4947419388049	86.89204186101
13	-	YMR218C	Verified	2	38.5	82	9.19238815542512	0
13	-	YMR221C	Uncharacterized	44	21	101	13.7153175892887	26.922879445411
13	-	YMR222C	Verified	29	28	76	14.8890808669991	22.5489068908105
13	-	YMR224C	Verified	23	44	125	17.4491921962134	76.9198545995802
13	-	YMR225C	Verified	60	21	174	11.8805733278689	27.6556917855185
13	-	YMR226C	Verified	43	50	68	280.993314021734	43.0167496801584
13	-	YMR227C	Verified	26	47	112	16.2622734714903	18.341084608479
13	-	YMR235C	Verified	51	29	179	16.5388905903868	48.265450640082
13	-	YMR239C	Verified	19	63	149	21.4684591166228	14.2334339944672
13	-	YMR240C	Verified	58	98	52	154.115022333622	14.8116221269059
13	-	YMR242C	Verified	90	50	107	51.3166420648213	40.0023735250854
13	-	YMR243C	Verified	152	96	169	44.4065311100552	35.0615346884439
13	-	YMR244C-A	Uncharacterized	66	46	163	56.4294637781043	153.537318455508
13	-	YMR252C	Uncharacterized	8	40.5	183	490.612427045452	7.49166203188585
13	-	YMR253C	Uncharacterized	1	51	26	NA	NA
13	-	YMR256C	Verified	103	29	174	15.290486323724	64.4249778043161
13	-	YMR257C	Verified	9	388	241	127.410535060663	13.3520701682465
13	-	YMR258C	Uncharacterized	33	53	41	19.8730344940072	35.1986247148689
13	-	YMR259C	Uncharacterized	1	59	50	NA	NA
13	-	YMR260C	Verified	87	25	151	17.1469972152288	46.2223020076557
13	-	YMR261C	Verified	12	88.5	145	35.4327147242103	23.8522916756822
13	-	YMR265C	Uncharacterized	17	11	125	203.629403140925	52.7602094942993
13	-	YMR268C	Verified	12	42	193.5	163.760611499798	173.679345782724
13	-	YMR270C	Verified	13	118	144	14.1656862405839	31.8083201500681
13	-	YMR271C	Verified	4	107.5	157	72.426974717067	52.0664639347312
13	-	YMR272C	Verified	23	39	175	48.8178432356635	11.3163284035746
13	-	YMR273C	Verified	9	193	75	21.5103334340601	5
13	-	YMR274C	Verified	17	52	63	25.2858656169806	10.4191565651646
13	-	YMR275C	Verified	10	51	113	5.52268050859363	21.0776342758543
13	-	YMR279C	Uncharacterized	4	85.5	67	55.1996376799703	6.5
13	-	YMR282C	Verified	12	44	135.5	14.5623008505046	30.5865636969549
13	-	YMR283C	Verified	4	79	77	29.0918086982115	13.5
13	-	YMR285C	Verified	37	17	150	20.6772350194132	29.5038807443865
13	-	YMR290C	Verified	103	40	203	18.7773482258903	57.777234556941
13	-	YMR293C	Verified	8	30	93	14.2703488795074	4.53557367611073
13	-	YMR295C	Verified	81	55	178	14.7876637776222	54.9083186483626
13	-	YMR296C	Verified	73	129	84	46.5814616805691	23.7473863017466
13	-	YMR299C	Verified	17	19	142	19.6993953326133	286.746506209804
13	-	YMR300C	Verified	94	121	78	80.034602016992	43.0903571991539
13	-	YMR301C	Verified	28	52	68	17.6947964132346	11.8112917903426
13	-	YMR302C	Verified	39	47	101	21.3937761327909	43.4762410491349
13	-	YMR303C	Verified	6	55	109.5	2.85773803324704	14.6753762018787
13	-	YMR304C-A	Dubious	6	1222.5	16	34.1804037424955	14.2886901662352
13	-	YMR305C	Verified	80	129	183	48.0245174067569	39.5726459034201
13	-	YMR308C	Verified	13	152	70	12.8611918736273	20.8600341716169
13	-	YMR309C	Verified	17	70	270	11.4101348138656	83.442389424927
13	-	YMR310C	Uncharacterized	16	45	71	20.1402375027373	11.3519455013961
13	-	YMR311C	Verified	49	39	111	32.9722749953252	33.7892377101647
13	-	YMR313C	Verified	38	34	152.5	15.6458857566304	56.2959879971954
13	-	YMR316C-A	Dubious	1	860	448	NA	NA
13	-	YMR316C-B	Dubious	8	1027.5	141	912.30084910939	11.861552536301
13	-	YMR318C	Verified	156	55	152	46.0172945516081	30.5535604782665
13	-	YMR319C	Verified	65	104	226	50.257452566376	32.3105201372318
13	+	YML131W	Uncharacterized	25	40	193	22.7705950734714	45.5674225735887
13	+	YML127W	Verified	2	77.5	177	3.53553390593274	0
13	+	YML121W	Verified	42	63	154	71.0900894148272	35.1819230850565
13	+	YML119W	Uncharacterized	25	36	60	188.586867694086	33.0213567256102
13	+	YML118W	Verified	8	126.5	37	151.205099592762	25.9229627936314
13	+	YML117W	Verified	6	145	169	350.533165335322	34.5002415450482
13	+	YML116W-A	Dubious	64	1371	42	944.198196290889	38.0990771875079
13	+	YML116W	Verified	26	81	153	31.5273751621569	31.4196655713485
13	+	YML113W	Verified	34	48	133	105.608705854338	11.2927737056896
13	+	YML112W	Verified	19	27	86	15.3365747908648	11.7610219550386
13	+	YML109W	Verified	9	73	80	133.750804774318	6
13	+	YML108W	Uncharacterized	39	54	206	32.6765112269488	217.1764986801
13	+	YML106W	Verified	126	264	151	131.88855901859	59.9704016942114
13	+	YML102W	Verified	40	29	53	184.984405094606	17.6777420532874
13	+	YML100W-A	Uncharacterized	2	1088	240.5	895.197184982169	4.94974746830583
13	+	YML100W	Verified	12	41	115	161.270594174681	20.1125620325992
13	+	YML098W	Verified	67	24	159	22.4460557417719	98.2405138051053
13	+	YML096W	Uncharacterized	52	24	127	17.7382510560625	71.8125256387238
13	+	YML094W	Verified	16	17	111	9.72882315596291	30.3945581752173
13	+	YML093W	Verified	22	14	116.5	10.6365578847841	37.1584882194263
13	+	YML088W	Verified	4	39.5	59	16.2992842378635	52
13	+	YML082W	Uncharacterized	71	46	148	32.8451705945993	35.3896618945997
13	+	YML081W	Uncharacterized	2	143	65	0	12.7279220613579
13	+	YML080W	Verified	23	115	108	26.8884388221498	9.58135541254482
13	+	YML079W	Uncharacterized	59	17	91	49.9475762580154	37.1285066785933
13	+	YML078W	Verified	50	25	151	33.2579835436208	31.9459748031336
13	+	YML077W	Verified	17	31	126	23.8163932667248	4.04842017117208
13	+	YML070W	Verified	27	72	70	105.642168693509	7.73271438725573
13	+	YML069W	Verified	60	54.5	72	18.6120898075861	21.7707625427984
13	+	YML068W	Verified	28	70	97	26.9558476933619	79.3690312508167
13	+	YML065W	Verified	13	94	91	19.0387593864295	29.3006082023162
13	+	YML063W	Verified	97	26	76	29.4739896398858	47.3696280128481
13	+	YML060W	Verified	21	59	167	22.7997493720561	44.0420253848526
13	+	YML058W-A	Verified	4	46	132	10.1159939369957	0
13	+	YML058W	Verified	64	28	253	18.0704570681207	36.0808691284383
13	+	YML057W	Verified	79	83	102	21.2006381071561	35.0993073461082
13	+	YML055W	Verified	58	50	55	73.4058570054885	17.1462517884587
13	+	YML052W	Verified	24	30	94	17.4812010830019	21.6110210745364
13	+	YML051W	Verified	40	30	107.5	39.0560084349616	28.6329109547665
13	+	YML050W	Verified	4	14	120	4.61880215351701	6.9940450861191
13	+	YML048W	Verified	49	32	209	15.3758192083066	79.1528219186598
13	+	YML046W	Verified	2	90.5	95.5	3.53553390593274	38.8908729652601
13	+	YML036W	Verified	19	35	52	142.976790330107	112.25678062069
13	+	YML034W	Verified	27	68	168	28.2275551862869	26.7229107717322
13	+	YML031W	Verified	16	42	76	20.5393930452355	10.4498803820905
13	+	YML030W	Verified	42	23	220.5	18.6958820237442	31.9113991917306
13	+	YML029W	Verified	31	80	281	25.4946758093461	68.2167008845334
13	+	YML028W	Verified	134	29	112	268.641326126526	35.3813228865472
13	+	YML027W	Verified	6	71	142	7.34846922834953	31.0354635860333
13	+	YML024W	Verified	55	26	94	17.8717277619891	58.8019445840755
13	+	YML022W	Verified	123	37	202	125.576079964523	166.260502159018
13	+	YML020W	Uncharacterized	3	176	174	10.3923048454133	2.88675134594813
13	+	YML019W	Verified	11	13	261	11.1900930209798	78.0292485954058
13	+	YML017W	Verified	4	82	362	6	43.6768435977998
13	+	YML014W	Verified	13	10	96	12.8487253682902	16.9909478161846
13	+	YML013W	Verified	30	15	225	11.0718136486876	96.2020144602331
13	+	YML012W	Verified	187	41	140	299.848110879605	134.365169993867
13	+	YML010W	Verified	51	32	254	13.7865236841677	69.182645449365
13	+	YML009W-B	Dubious	140	1405	211	1030.91587813475	57.394049130919
13	+	YML007W	Verified	52	162	213	133.80319736816	26.8099492461698
13	+	YML005W	Verified	11	7	50	72.0532631271667	16.31173587552
13	+	YML002W	Uncharacterized	1	241	179	NA	NA
13	+	YML001W	Verified	43	93	104	42.0996681673462	33.8803836854174
13	+	YMR002W	Verified	72	50	241.5	39.8310374139445	36.0761860121479
13	+	YMR003W	Verified	10	36.5	79.5	7.99722173980161	305.252099819877
13	+	YMR004W	Verified	27	60	148	28.966283573244	20.7756294880993
13	+	YMR005W	Verified	23	63	103	23.3071940920113	73.2404670104249
13	+	YMR007W	Dubious	4	12	165.5	3	23.3595091272626
13	+	YMR009W	Verified	84	53	105	237.236726681426	97.8679333933726
13	+	YMR010W	Uncharacterized	69	228	193	36.9015648746239	142.97515567631
13	+	YMR011W	Verified	33	38	115	40.7470253608478	31.3311673171388
13	+	YMR012W	Verified	2	113.5	123	20.5060966544099	18.3847763108502
13	+	YMR013W-A	Dubious	9	259	84	347.814605788774	91.0678928663177
13	+	YMR014W	Verified	55	26	111	28.905651702335	274.724487637604
13	+	YMR020W	Verified	26	45	91	38.1135348460562	115.224015926168
13	+	YMR022W	Verified	67	18	147	27.142703773928	55.4685848722866
13	+	YMR024W	Verified	2	7	138.5	0	13.4350288425444
13	+	YMR025W	Verified	7	12	41	9.77606406338607	249.076867079795
13	+	YMR027W	Uncharacterized	83	68	65	20.25044486402	33.856163226538
13	+	YMR028W	Verified	15	20	70	10.8263347357046	20.3064615566667
13	+	YMR030W	Verified	4	176	108	22.113344387496	4.5
13	+	YMR032W	Verified	29	74	154	38.4491539363826	37.4312177081283
13	+	YMR033W	Verified	48	43	155	16.843341066958	34.1701779894367
13	+	YMR035W	Verified	28	29	161	18.9472604153919	44.30371071444
13	+	YMR040W	Verified	16	65	78	58.1811825249367	25.8560115511525
13	+	YMR042W	Verified	35	69	457	34.915191367588	36.2729382656019
13	+	YMR043W	Verified	54	64	330	153.759138968103	133.950026926041
13	+	YMR044W	Verified	38	40	178	26.3359545784121	23.170958425732
13	+	YMR048W	Verified	16	22	105	8.57904423581089	23.6529596456765
13	+	YMR052W	Verified	19	20	226	13.902753313916	269.382692628386
13	+	YMR054W	Verified	9	204	118	20.6888321994688	42.8955449642242
13	+	YMR058W	Verified	75	55	160	23.9224874418486	47.9611216423176
13	+	YMR059W	Verified	24	41	103	44.4746304495404	38.7084747115248
13	+	YMR061W	Verified	18	24	104	6.84277205610158	40.8884981510174
13	+	YMR063W	Verified	14	47	1251	12.7572431483943	462.734823072045
13	+	YMR064W	Verified	1	723	113	NA	NA
13	+	YMR066W	Verified	1	28	66	NA	NA
13	+	YMR068W	Verified	6	14	97	9.30949336251263	3.286335345031
13	+	YMR072W	Verified	26	22	141.5	18.9511111912894	22.5018631707209
13	+	YMR075W	Verified	19	52	108	79.5769883573348	4.78728823604457
13	+	YMR079W	Verified	45	35	251	9.67930208687015	80.7684181703305
13	+	YMR083W	Verified	103	54	101	107.831079868683	50.0824125690252
13	+	YMR085W	Uncharacterized	2	464.5	78.5	248.194480196478	50.2045814642449
13	+	YMR086W	Verified	7	71	138	11.1462143904599	5.92814112035612
13	+	YMR087W	Verified	12	39	34	501.740508508918	32.7719392163479
13	+	YMR090W	Uncharacterized	84	190.5	73	347.184180627885	38.8568285735324
13	+	YMR093W	Verified	34	45	92	18.4415297040487	19.5083281269862
13	+	YMR094W	Verified	1	10	621	NA	NA
13	+	YMR096W	Verified	23	390	175	494.076073097964	36.625656788348
13	+	YMR100W	Verified	5	354	187	74.7074293494295	63.1490300796457
13	+	YMR107W	Verified	2	34	155	5.65685424949238	4.24264068711928
13	+	YMR108W	Verified	80	203	179	50.4605858849073	19.8707214167039
13	+	YMR109W	Verified	5	41	82	9.4233751915118	16.0996894379985
13	+	YMR113W	Verified	12	57	62	20.2774318498236	12.2536327328476
13	+	YMR115W	Verified	33	48	119	38.3072457344244	29.0752680490002
13	+	YMR119W	Verified	45	198	134	22.9576245559623	90.1473092983777
13	+	YMR119W-A	Dubious	21	1838	86	699.613937757648	247.822978295857
13	+	YMR122W-A	Uncharacterized	40	44	247.5	147.262812337113	164.540305638124
13	+	YMR123W	Verified	58	37	79.5	15.6760536164972	64.5644558988709
13	+	YMR124W	Uncharacterized	3	315	78	20.7846096908265	34.6410161513775
13	+	YMR125W	Verified	19	68	161	9.92780960276596	23.3524983949587
13	+	YMR128W	Verified	7	46	77	8.88283524021255	15.4102625051032
13	+	YMR129W	Verified	6	48	106	12.14907403879	18.7474442702643
13	+	YMR130W	Uncharacterized	15	76	108	29.3488054433631	248.932195778766
13	+	YMR134W	Uncharacterized	76	53.5	193	67.1048341919554	98.3993679554655
13	+	YMR136W	Verified	22	74	72	44.9565687479936	5.6790036318955
13	+	YMR138W	Verified	63	12	102	33.0756553364323	116.530187892323
13	+	YMR139W	Verified	35	201	133	58.0699809632794	59.5568649952902
13	+	YMR140W	Verified	17	52	485	28.4187438146024	258.531927144291
13	+	YMR143W	Verified	145	33	102	33.9235208697333	35.1952517696129
13	+	YMR144W	Uncharacterized	16	126	169	35.7880333817511	41.8616272179347
13	+	YMR147W	Uncharacterized	1	39	597	NA	NA
13	+	YMR148W	Verified	13	258	165	172.080631070855	20.3094647633649
13	+	YMR152W	Verified	11	24	73	114.539949362657	8.18313120777349
13	+	YMR153W	Verified	65	47	149	20.0497218472937	131.465760385912
13	+	YMR155W	Uncharacterized	63	22	141	370.395137813281	122.63169874933
13	+	YMR158W	Verified	46	50	92	36.5122439922919	19.3806642024348
13	+	YMR160W	Uncharacterized	10	47	47	18.5595138825228	54.3221869957387
13	+	YMR161W	Verified	23	49	381	189.916187047779	143.289915904784
13	+	YMR167W	Verified	9	8	377	7.85811682275086	174.747516275467
13	+	YMR173W	Verified	43	46	115	15.8428746678393	45.4182360767985
13	+	YMR173W-A	Dubious	25	254	55	17.9650586788169	36.545770389107
13	+	YMR175W	Verified	4	281	116	247.38633753706	13
13	+	YMR176W	Verified	2	102	71	0	18.3847763108502
13	+	YMR177W	Verified	24	123.5	84	39.6676181227993	67.5097416480859
13	+	YMR178W	Uncharacterized	80	36	147	11.6117574635541	62.1981304920724
13	+	YMR179W	Verified	2	115	112	57.9827560572969	0
13	+	YMR182W-A	Uncharacterized	11	1363	139	849.387362108179	17.0293863659264
13	+	YMR184W	Verified	16	48	46	22.1772217977516	13.4039795085887
13	+	YMR185W	Uncharacterized	2	22	62	0	4.24264068711928
13	+	YMR186W	Verified	61	33	91	11.9715281538656	27.7210046419796
13	+	YMR189W	Verified	28	106	79	47.4521619313354	10.3940230077537
13	+	YMR192W	Verified	11	89	88	19.5745660581183	84.6153865225683
13	+	YMR193W	Verified	35	31	123	46.7239344492752	35.8232120420322
13	+	YMR194W	Verified	61	26	89	71.8665011606314	46.542283495822
13	+	YMR195W	Verified	62	74	125	44.6838030249923	107.490685587643
13	+	YMR196W	Uncharacterized	9	88	127	24.0156199170457	50.1348182404205
13	+	YMR198W	Verified	16	276	118.5	46.4470576750204	252.262421233656
13	+	YMR199W	Verified	39	207	101	33.5501316842779	26.4546820511824
13	+	YMR200W	Verified	150	116	266	28.7668098897049	108.033245566589
13	+	YMR202W	Verified	25	30	66	17.797284437052	12.4398553046247
13	+	YMR203W	Verified	107	43	220	20.311161720221	77.9730578014129
13	+	YMR206W	Uncharacterized	19	138	77	66.7231778030719	54.0954862943934
13	+	YMR208W	Verified	47	24	109	51.0194136926623	152.307314462743
13	+	YMR210W	Verified	12	34	63	71.8078243394384	16.7193863161265
13	+	YMR211W	Verified	22	22	135	27.4526353224456	29.2438619748395
13	+	YMR213W	Verified	49	36	55	37.342002759199	33.0994558806008
13	+	YMR214W	Verified	35	19	123	10.7375098438632	70.6236682777693
13	+	YMR215W	Verified	77	63	147	32.6856650526136	40.5762532872007
13	+	YMR217W	Verified	79	59	87	45.0084740840026	35.9415615340334
13	+	YMR220W	Verified	75	18	89	44.0920944477895	79.5867321098682
13	+	YMR223W	Verified	31	212	364	15.2651828174972	152.189214431402
13	+	YMR228W	Verified	24	22	87	13.308763594181	19.0329614928525
13	+	YMR230W	Verified	136	34.5	113	19.8740916948968	58.1436762812885
13	+	YMR231W	Verified	6	44.5	188	18.2720186806676	0
13	+	YMR233W	Verified	29	35	166	15.9487325190912	47.1142359752028
13	+	YMR234W	Verified	13	92	121	16.3067549319371	18.1132477372155
13	+	YMR236W	Verified	71	20	113	145.275162491811	72.1869526772042
13	+	YMR237W	Verified	69	71	163	26.9931869147095	49.8782447660076
13	+	YMR238W	Verified	80	116	90	41.1519086872966	24.5742191500654
13	+	YMR241W	Verified	61	145	52	70.0958048525266	61.481211310955
13	+	YMR246W	Verified	147	215	180	107.29371028405	49.0109341019056
13	+	YMR250W	Verified	14	47	109	17.1797222661735	103.644680424129
13	+	YMR251W-A	Verified	103	49	282	299.535373117625	48.1159741004983
13	+	YMR255W	Verified	55	53	123	106.375429430541	64.8213135751096
13	+	YMR262W	Uncharacterized	7	34	220	15.8610033910667	43.9496465124741
13	+	YMR263W	Verified	51	31	84	16.1784897135599	43.6478510577644
13	+	YMR264W	Verified	47	46	134	16.1419466664701	330.334062684236
13	+	YMR266W	Verified	7	36	187	26.9054782879763	9.98331942124796
13	+	YMR267W	Verified	25	90	137	21.0367139385726	23.2864767622756
13	+	YMR269W	Verified	28	44	63	23.4274744871606	37.8138541560837
13	+	YMR276W	Verified	28	28	108	13.6183816020964	16.3099930415642
13	+	YMR277W	Verified	29	110	121	25.3485068205123	10.9900313092065
13	+	YMR278W	Verified	28	40	107	18.8784401539296	697.295296240216
13	+	YMR281W	Verified	12	74	95	17.653225304073	16.1665104647249
13	+	YMR284W	Verified	13	26	98	22.749189898228	29.7892167721381
13	+	YMR286W	Verified	33	22	141	19.73018760758	32.4919861914698
13	+	YMR288W	Verified	7	21	54	17.7656704804251	6.42539604115686
13	+	YMR289W	Verified	11	18	503	9.55462762701452	203.298347710497
13	+	YMR291W	Uncharacterized	16	78	178	22.589728491802	41.077974633616
13	+	YMR292W	Verified	33	22	96	40.6455251180399	23.6563144238745
13	+	YMR294W	Verified	10	27	121	8.26236447190916	37.7960903327903
13	+	YMR297W	Verified	83	50	125	30.9095777751306	22.2852569437658
13	+	YMR298W	Verified	37	22	119	18.4841462790053	89.78024555821
13	+	YMR304W	Verified	1	196	279	NA	NA
13	+	YMR307W	Verified	143	51	157	30.3780312208173	37.811118543514
13	+	YMR312W	Verified	34	22	106	30.5029877850452	67.2762416579739
13	+	YMR314W	Verified	70	52	158	26.1342647296736	73.9086728704138
13	+	YMR315W	Verified	59	65	111	30.5811813034149	16.3082521519777
13	+	YMR316W	Verified	11	74	59	81.6902130557321	12.1841924416247
13	+	YMR320W	Dubious	10	1143	514	166.61469189587	12.3202633449488
14	-	YNL331C	Verified	3	349	214	160.026039547735	5.5075705472861
14	-	YNL330C	Verified	65	48	120	15.7580565474885	94.149316248181
14	-	YNL329C	Verified	1	18	60	NA	NA
14	-	YNL328C	Verified	7	83	308	140.140235886364	237.810648966578
14	-	YNL326C	Verified	17	41	136	11.9268604418766	36.6519801246648
14	-	YNL325C	Verified	10	25	49	11.9925903049434	7.19644974198312
14	-	YNL322C	Verified	43	27	87	13.1662426162142	184.28181810161
14	-	YNL316C	Verified	16	53.5	50	19.2638478330092	10.4624327954831
14	-	YNL315C	Verified	11	10	102	116.990131673962	14.043439102235
14	-	YNL313C	Uncharacterized	14	25.5	82	11.3978983989193	27.5481596282056
14	-	YNL311C	Verified	25	14	76	13.6823487262482	86.4217758052525
14	-	YNL310C	Verified	37	32	101	16.9043857699195	38.9666061698526
14	-	YNL308C	Verified	36	28	130	16.1886693669682	32.1526493020848
14	-	YNL307C	Verified	63	138	335	39.8124121575465	89.7480885926936
14	-	YNL305C	Uncharacterized	29	31	88	9.37833684458195	42.3315264085624
14	-	YNL302C	Verified	165	30	152	37.1269002987663	50.0599027714209
14	-	YNL301C	Verified	104	38	165	23.1012622145932	24.5490090666374
14	-	YNL294C	Verified	87	174	134	69.9853060531427	83.3433124204166
14	-	YNL291C	Verified	64	206	120	26.5472773840923	45.3966398614951
14	-	YNL283C	Verified	169	366	118	177.545691776391	71.4009302674299
14	-	YNL280C	Verified	93	81	95	50.4762591217184	61.2943449874679
14	-	YNL276C	Dubious	11	72	1368	105.269006057641	394.251765430993
14	-	YNL274C	Verified	38	61	111	107.071681364464	24.7848924984418
14	-	YNL272C	Verified	14	96	112	17.2736539527432	40.7283280199016
14	-	YNL270C	Verified	8	163.5	94	70.3684182408151	4.58062690656452
14	-	YNL265C	Verified	27	30	155	13.2727254987528	67.2140561544187
14	-	YNL264C	Verified	21	18	147	11.3284303119776	80.3376209090942
14	-	YNL263C	Verified	19	137	109	35.4033566320866	32.1320375366597
14	-	YNL259C	Verified	51	21	110	45.4362384524278	47.3274450908089
14	-	YNL258C	Verified	18	18	93	13.7018914776523	24.8331030388058
14	-	YNL255C	Verified	142	34	238	195.383767881504	56.9168513643705
14	-	YNL254C	Verified	1	48	228	NA	NA
14	-	YNL252C	Verified	37	20	123	10.8494336354581	25.8049684440109
14	-	YNL251C	Verified	55	283	138	46.5294374798208	39.1814221077265
14	-	YNL249C	Verified	11	22	312	12.1445835289198	170.591377806202
14	-	YNL248C	Verified	43	38	201	18.5889558657066	26.8616281215001
14	-	YNL245C	Verified	36	19	619	23.5019080616805	101.242703048837
14	-	YNL244C	Verified	43	24	134	24.2909186007308	17.9991694160529
14	-	YNL241C	Verified	116	92	205	65.3494401302516	26.1137231495556
14	-	YNL240C	Verified	1	21	112	NA	NA
14	-	YNL231C	Verified	23	95	77	50.5959738434785	27.2978737824666
14	-	YNL230C	Verified	1	63	379	NA	NA
14	-	YNL227C	Verified	21	56	79	21.6099624291778	66.5883945272319
14	-	YNL225C	Verified	5	32	107	12.9112354172635	21.6748702418261
14	-	YNL224C	Verified	15	89	137	20.0480375479449	17.8904071129381
14	-	YNL221C	Verified	25	62	79	85.0251531410951	69.9612273572536
14	-	YNL219C	Verified	22	146	161	58.1881557695505	45.5453724584721
14	-	YNL213C	Verified	34	77	106	20.9411364136692	31.521503284908
14	-	YNL211C	Uncharacterized	32	51	217.5	410.782632261567	30.7894613044684
14	-	YNL206C	Verified	33	7	89	107.895914700654	53.5335670680584
14	-	YNL205C	Dubious	1	208	1440	NA	NA
14	-	YNL204C	Verified	1	1019	167	NA	NA
14	-	YNL203C	Dubious	1	246	1231	NA	NA
14	-	YNL201C	Verified	7	271	195	18.7159214116141	34.2490875790874
14	-	YNL200C	Uncharacterized	30	105.5	80	37.7749080496686	18.2449489152351
14	-	YNL199C	Verified	38	119	167	32.1524639620912	38.370841525488
